symbol,capital.net_profit_percent,exposure.percent,exposure.net_risk_adjusted_return,returns.cagr,returns.sharpe_ratio,trades.total,trades.avg_profit_loss,trades.avg_profit_loss_percent,trades.winners.total_profit,trades.winners.avg_profit,trades.winners.max_consecutive,trades.losers.total_loss,trades.losers.avg_loss,trades.losers.max_consecutive,drawdown.max_money,drawdown.max_percent,drawdown.max_drawdown_duration,profit_factor,period,period_dfast,lowerband
usdhkd,1.14778393885963,18.352868599629858,2.5940071842243166,0.4760747299856472,-156.28867743405925,373,0.003094896120252992,0.0030771687368890887,4415.019739392938,16.723559618912645,15,-3260.623486538571,-29.913976940720833,5,407.541487611772,0.4049061819244946,3335,1.3540415683136287,4,2,20
usdhkd,1.3251017960571696,81.64713140037014,0.6734149620819446,0.549823998960798,-85.41041890244063,1556,0.0008635582442012227,0.0008516078380830139,14839.83123250034,14.379681426841415,15,-13496.134604523257,-25.75598206970087,6,740.6316499475361,0.7280278405829064,3574,1.0995615905851104,4,2,20
usdhkd,2.240969169346277,81.90931523750771,1.1373679647795227,0.9316103116816848,-84.02330446156078,1570,0.0014481767598668771,0.0014273688976727881,15653.115129821077,14.68397291728056,16,-13379.47761683007,-26.546582573075536,5,720.3134692848398,0.7198344621921864,1815,1.1699346998518831,4,2,20
usdhkd,1.6545849075041503,81.96329426280074,0.8381861125054056,0.6870049498627356,-84.38777704810231,1560,0.001074650863889488,0.001060631350964199,15191.106335470855,14.453954648402336,19,-13514.650987803252,-26.551377186253934,5,796.4201717792166,0.7906775205918096,3574,1.1240472542857805,4,2,20
usdhkd,1.894215590910843,82.30259099321407,0.9560977325388891,0.7868932063068758,-84.55808376140118,1559,0.0012318123755410758,0.0012150196221365254,15244.918629138772,14.630440143127421,17,-13324.523135670248,-25.77277202257301,5,821.714420897275,0.8210361503932045,3574,1.144124894670906,4,2,20
usdhkd,2.528128111628518,81.631708821715,1.2882407818359916,1.051612963950941,-84.57396826686913,1564,0.0016433830312891763,0.0016164501992509707,15424.069089441162,14.523605545613147,18,-12853.818028504877,-25.605215196224854,5,719.6583253600547,0.7192283575159757,1659,1.1999601250956289,4,2,20
usdhkd,2.083231501962463,81.77822331893893,1.0586595595208281,0.8657529787722379,-83.91079700174079,1570,0.0013455035862124257,0.0013268990458359638,15671.359961876784,14.784301850827156,26,-13558.919331523262,-26.58611633632012,6,859.6292211754335,0.8594092823891732,3352,1.1557971235541087,4,2,20
usdhkd,2.635936988841218,81.5391733497841,1.3450010295231185,1.0967027210192362,-84.98754142547901,1579,0.0016967519940801253,0.0016693711138956414,15869.129154015365,14.789495949688131,18,-13189.957755362837,-26.067110188464106,5,562.1539722544112,0.5618123976315755,1646,1.2031220606118482,4,2,20
usdhkd,1.688438176026057,82.194632942628,0.8529880834213343,0.7011104242125232,-84.59389552219746,1577,0.0010848966252760528,0.0010706646645694718,15246.768847410765,14.222732133778699,18,-13535.886869350426,-26.803736374951338,5,771.4260451211012,0.7673060547847701,3399,1.1263960015752144,4,2,20
usdhkd,2.0005035466046426,81.52375077112893,1.0196172968265294,0.8312302638841816,-84.74551878793616,1567,0.001294691888367199,0.0012766455306985594,15296.173495692574,14.498742649945568,19,-13267.391306621184,-25.9128736457445,8,763.5993947794777,0.7634281556922584,3427,1.1529149282013647,4,2,20
usdhkd,1.7179629700278458,81.9478716841456,0.8705704895102532,0.7134139876639004,-84.77138043880977,1562,0.0011145431114055321,0.001099848252258544,15269.309260944809,14.710317207075924,13,-13528.39292092936,-25.817543742231603,6,643.9039522546227,0.6437505544012295,3574,1.1286861159481945,4,2,20
usdhkd,1.714915251469512,82.10980876002468,0.8673067011906278,0.712143873710503,-84.74776519942745,1570,0.0011068889238714773,0.0010923027079423643,15159.926858680032,14.288338226842631,15,-13422.111248201814,-26.369570232223605,5,679.7778351452289,0.679597208804664,2691,1.129474087819905,4,2,20
usdhkd,2.4619745410527734,81.7859346082665,1.2519939961532114,1.023954990993288,-84.37786646523423,1574,0.0015882577505178684,0.0015641515508594494,15702.827208356026,14.716801507362723,18,-13202.909509040908,-26.041241635189166,6,760.1309780307492,0.7599536194128689,1712,1.189345969356471,4,2,20
usdhkd,2.1928594971180835,81.91702652683529,1.1127349706766079,0.9115194011025297,-84.97542519424415,1574,0.0014137417416286346,0.0013931763005832806,15671.113044101467,14.659600602527098,18,-13445.883542777996,-26.625511965897022,6,773.9314368508058,0.7553166588862406,3576,1.165495223444701,4,2,20
usdhkd,1.9314754345063654,81.631708821715,0.9829925213064006,0.8024335927320756,-85.2503831843979,1562,0.0012532626943650132,0.0012365399708747537,15235.041045129949,14.537252905658347,25,-13277.4447165318,-25.831604506871205,5,758.5987422736653,0.7584808285086785,3574,1.1474377314605375,4,2,20
usdhkd,2.19725216325395,81.75508945095619,1.117182608613958,0.9133536410028673,-84.50529622047632,1562,0.0014274776011444048,0.0014066915257707746,15647.020133864982,14.609729350013989,28,-13417.300120877417,-27.32647682459759,5,814.0518871282839,0.8138569228717749,3574,1.1661824653916852,4,2,20
usdhkd,2.1067385430156462,82.11752004935225,1.0662337575988268,0.8755647196691785,-84.62267885930686,1580,0.0013526772511156591,0.001333378824693447,15457.380904432686,14.6376713110158,15,-13320.150847669955,-25.420135205477013,5,709.9003187251947,0.6929242828999369,3574,1.1604508898738628,4,2,20
