symbol,capital.net_profit_percent,exposure.percent,exposure.net_risk_adjusted_return,returns.cagr,returns.sharpe_ratio,trades.total,trades.avg_profit_loss,trades.avg_profit_loss_percent,trades.winners.total_profit,trades.winners.avg_profit,trades.winners.max_consecutive,trades.losers.total_loss,trades.losers.avg_loss,trades.losers.max_consecutive,drawdown.max_money,drawdown.max_percent,drawdown.max_drawdown_duration,profit_factor,period,lowerband
usdeur,-14.299931472157738,40.78225245420113,-0.0027103586884382677,-0.001105345322733269,-16.30393891253287,1313,-0.010084449236579647,-0.01089103691710414,59741.9689135636,87.46993984416339,8,-72982.85076119265,-115.84579485903595,8,16729.332271992826,16.617445846069156,12828,0.818575436427462,-1,-1
usdeur,-2.3759416563507747,39.95516734946278,-0.0004596516685213993,-0.00018365459338232301,-17.17064762699734,1283,-0.0018300377096552255,-0.0018518641125103467,68614.8540414186,106.7105039524395,10,-70962.7924229063,-110.8793631607911,8,7396.857243835257,7.348493671849737,12071,0.9669131061318014,-1,-1
usdeur,-11.675614153601328,40.28754734482492,-0.0022401307497465213,-0.0009024937363901113,-17.75524942605065,1320,-0.008348321780696243,-0.008845162237576764,62252.70381927559,92.08979854922426,9,-73272.48856979462,-113.77715616427736,9,12751.27347491555,12.710278615828795,12810,0.849605425370229,-1,-1
usdeur,7.775842833853555,38.76478318002628,0.0015505216754594844,0.0006010563656511799,-17.088175939531848,1306,0.00619154070567447,0.005953937851342691,79038.34346809845,115.55313372529014,11,-70952.19130648753,-114.07104711653943,9,5425.460199803929,5.3614927867585775,3520,1.113966207564777,-1,-1
usdeur,3.5243211329794932,40.55808920151504,0.0006716839972353352,0.000272422194751009,-17.085914144465985,1325,0.0027072916134345637,0.002659865006022259,78523.73835042381,111.22342542552947,10,-74936.57696262302,-121.06070591700004,8,4695.7171826101985,4.382965443189557,4816,1.0478692987216376,-1,-1
usdeur,-4.474691945879798,39.004405967380386,-0.0008867784794457324,-0.0003458826781543763,-18.44661925398886,1319,-0.003317706079493561,-0.003392488207642,65430.709096417515,95.65893142751099,7,-69806.76341526957,-109.93191089018829,8,6733.139117259692,6.671831532373018,11668,0.9373118863451728,-1,-1
usdeur,0.8831132491380176,39.2904073587385,0.00017373864854537013,6.826262275304292e-05,-17.019985571558923,1284,0.0006908288149674439,0.0006877829043130978,72631.52933961118,110.0477717266836,10,-71744.50514119289,-114.97516849550142,9,4678.028211620389,4.644009502944351,5228,1.0123636534487572,-1,-1
usdeur,-0.4372792104339107,40.14841153281286,-8.418928312134717e-05,-3.3800659854083423e-05,-16.70515297675332,1329,-0.000521122786627735,-0.00032902875126705094,74748.42273327455,108.33104743952833,8,-75440.99491670265,-118.06102490876783,9,6454.276994527521,6.206140478282364,7142,0.9908196838576586,-1,-1
usdeur,-3.374321840229381,40.303006879492926,-0.0006471648330759797,-0.000260826887196271,-16.72457645482756,1291,-0.0027628641084354853,-0.0026137272193875916,68066.52235276204,105.36613367300626,10,-71633.37991675221,-111.05950374690265,8,8288.66949003718,8.142822436424922,10209,0.9502067671784391,-1,-1
usdeur,-14.539795281054277,39.560949215428614,-0.002840897533321067,-0.0011238860304195117,-16.476805656835342,1280,-0.010572021598110975,-0.011359215063323654,59647.127417840864,94.08064261489095,8,-73179.31506342281,-113.28067347279072,10,15616.575664028933,15.535532982445087,12468,0.8150817941674651,-1,-1
usdeur,-6.567877270264442,40.14068176547886,-0.0012647526667320251,-0.0005076803430733096,-16.593562794194863,1303,-0.004878616778008058,-0.005040581174416302,68124.09961304335,101.22451651269442,12,-74480.93727478787,-118.22370995998074,9,9582.367520570988,9.54714204022038,12851,0.9146514813811784,-1,-1
usdeur,-4.417657716674183,40.7126845481951,-0.0008387412519635213,-0.00034147408008749065,-16.583286277426833,1291,-0.0033474054088051524,-0.0034218882390969663,65203.65532478626,98.49494762052305,11,-69525.15570755368,-110.53283896272445,10,9082.274540823055,9.028283973055196,12741,0.9378426363984698,-1,-1
usdeur,1.886830508905066,42.08858313364768,0.0003465255986876621,0.000145847714683027,-16.2441470245685,1350,0.0014109212161982536,0.0013976522288185675,78692.69119180174,108.84189653084611,11,-76787.9475499341,-122.46881586911341,9,8214.349571159386,8.03654246745059,12416,1.024805242263169,-1,-1
usdeur,-2.6768742719466743,38.53289016000618,-0.0005369852562700004,-0.00020691593897394694,-17.118229438906603,1296,-0.0019414152652115874,-0.002065489407366261,69949.91190966568,105.18783745814387,10,-72465.98609337994,-114.84308414164808,7,9026.39596759525,8.7092913071283,11995,0.9652792390008736,-1,-1
usdeur,-10.397925468508475,40.102032928808846,-0.002004218134678892,-0.0008037322163340877,-16.259622650140987,1296,-0.007620062205421464,-0.00802309063928123,64837.89348111743,97.64742994144191,11,-74713.49409934366,-118.21755395465769,7,12119.491718392514,12.058451117275439,12879,0.8678203885753888,-1,-1
usdeur,-3.0852175841217604,40.97549663755121,-0.0005820060187340242,-0.00023847985663670576,-16.40672753549527,1323,-0.0022963797747483534,-0.0023319860802129707,75182.67965330249,114.25939157036852,9,-78220.7900952945,-117.62524826360077,10,7342.487594527483,7.261922124808178,12703,0.9611598088143732,-1,-1
usdeur,-7.8804379996305585,41.27695756357734,-0.001475732958473427,-0.0006091376670208008,-15.977234379158793,1299,-0.005833664140117445,-0.006066541955065865,66197.76494837602,98.3622064611828,7,-73775.69466638855,-117.85254739039704,7,9977.731404416481,9.972040590545356,12851,0.8972841970207167,-1,-1
