symbol,capital.net_profit_percent,exposure.percent,exposure.net_risk_adjusted_return,returns.cagr,returns.sharpe_ratio,trades.total,trades.avg_profit_loss,trades.avg_profit_loss_percent,trades.winners.total_profit,trades.winners.avg_profit,trades.winners.max_consecutive,trades.losers.total_loss,trades.losers.avg_loss,trades.losers.max_consecutive,drawdown.max_money,drawdown.max_percent,drawdown.max_drawdown_duration,profit_factor,period,period_dfast,lowerband
usdsek,0.47240854158416407,45.77114427860697,0.4274976846868209,0.19567058204570908,-9.5602463372226,1503,0.00031925829422386006,0.0003143104069089581,138590.28314681374,186.02722570042113,10,-138110.43793059525,-182.20374397176153,8,11357.226409699913,10.984735393617665,6657,1.0034743588059551,-1,-1,-1
usdsek,-12.709477550070897,48.685145700071075,-10.523120471603752,-5.123196533794292,-9.698340714754048,1517,-0.007867488162309186,-0.008378033981589253,123593.61872268551,168.38367673390397,11,-135528.59826490836,-173.08888667293533,15,18925.945535723324,18.80166579421758,12583,0.9119375563901696,-1,-1,-1
usdsek,1.5282138401282048,46.39500908157624,1.3673194698221147,0.6343679921981302,-9.678551295149418,1514,0.0010171405151415964,0.001009388269569488,132457.48510947128,172.47068373629074,9,-130917.53436954686,-175.49267341762314,7,15448.432839198518,15.059100101491406,12187,1.0117627539148235,-1,-1,-1
usdsek,-17.077878460715223,50.16978599068152,-13.59941161162958,-6.822795701546452,-9.081113191642496,1595,-0.009690034675858477,-0.010707133831169419,122405.57711424756,161.05996988716782,8,-137861.18242224163,-165.1032124817265,15,22381.244068591433,22.14811723777126,12436,0.8878900859804277,-1,-1,-1
usdsek,0.4942987234506104,47.49269525388928,0.4311120313279102,0.2047467232414161,-9.185456022909408,1479,0.0003350388065972012,0.0003342114424953417,143612.36282510596,192.25215906975362,11,-143116.84043014905,-195.51480933080472,8,10745.398838790381,10.203514266385893,6959,1.0034623625945596,-1,-1,-1
usdsek,9.366108450772112,48.29819158177367,8.18190752514692,3.951713371539016,-9.694782485454,1442,0.007032698299364751,0.006495220839647789,156693.3426585835,218.54022685994912,9,-146552.1917109,-202.140954084,8,9560.82968765292,8.250192517353236,3408,1.0691982209838848,-1,-1,-1
usdsek,-0.09088537985421871,44.95775092790018,-0.08363557292458956,-0.0376006725625593,-9.895964097649394,1505,-6.036152265925481e-05,-6.0388956713766584e-05,134722.4471595976,176.10777406483345,9,-134813.29125119981,-182.1801233124322,10,8407.318529329743,8.373594801556253,12398,0.9993261488480913,-1,-1,-1
usdsek,-2.591194012142483,45.97646687198926,-2.3196441890498476,-1.066490442126527,-9.70496931134425,1427,-0.0015920418305611548,-0.00181583322504729,132959.1042411972,185.69707296256593,7,-135230.94793340776,-190.19823900619937,8,11786.245143108492,11.733731996085679,12645,0.9832002679347535,-1,-1,-1
usdsek,-7.355840287619814,47.247887546395006,-6.34512802460183,-2.997938953738668,-9.853028106793865,1470,-0.004783206706539713,-0.005003972984775383,133578.5533058678,178.10473774115707,9,-140609.8671644814,-195.29148217289082,8,11559.040852311533,11.33952694666572,12436,0.9499941647026195,-1,-1,-1
usdsek,4.394855573658965,47.00307983890074,3.904419557005913,1.8351974416251435,-9.919906537896232,1473,0.0030501424252324994,0.002983608671866236,135907.57491230185,185.41278978485929,10,-131414.71511993452,-177.5874528647764,10,11197.982594283181,10.220516398321429,7128,1.0341884071982879,-1,-1,-1
usdsek,3.5885612997270835,48.04548685145701,3.1137194241561748,1.4960016565242176,-9.256391173498894,1477,0.0024737490397783077,0.0024296285035389866,152609.9338312311,201.06710649701066,7,-148956.20649947872,-207.45989763158596,10,9126.239540268303,8.260866634754965,6181,1.0245288693745376,-1,-1,-1
usdsek,-9.424490864796226,45.186764589749664,-8.464262713806669,-3.824726466745776,-9.998097524180002,1480,-0.006077036931252179,-0.006367899232970423,123677.83268611699,168.72828470138745,7,-132671.84734437024,-177.60622134453848,11,12826.976140440005,12.649598976105278,6243,0.9322085669395415,-1,-1,-1
usdsek,-2.684725349047324,47.35844586590856,-2.3327895915783903,-1.1047728958932013,-9.382962072445013,1463,-0.0018106677777134882,-0.0018350822618231882,133005.40664454363,180.22412824463908,9,-135654.41360333824,-187.10953600460448,10,15207.169565531454,14.840207112672854,12597,0.9804723864972027,-1,-1,-1
usdsek,-2.245859524054381,45.45526336571113,-2.0350038041157226,-0.9250163386630419,-9.815063917836829,1452,-0.0015294957585235125,-0.0015467352094038437,132391.80003193434,190.21810349415853,8,-134612.62787331032,-178.05903157845282,13,8986.62731907377,8.759060115475156,7497,0.9835020838946396,-1,-1,-1
usdsek,5.981279844338087,44.31019505646371,5.6553464364630806,2.505895037115561,-10.003560743297625,1497,0.0041174206877445645,0.003995510918061515,143085.78127963835,187.04023696684752,11,-136922.0025100846,-187.05191599738333,14,10709.78458957716,9.921690429506784,6591,1.0450167150389127,-1,-1,-1
usdsek,4.9920353424015875,46.489773355444996,4.489487192141038,2.0871524204480996,-9.59574915678832,1493,0.0034284909288069933,0.0033436271549910166,144976.57398174747,194.07841229149594,10,-139857.83702503855,-187.47699333115088,9,9617.13685503474,8.870708712317091,6847,1.036599571862337,-1,-1,-1
usdsek,-8.219574185393743,46.52136144673458,-7.188122441521892,-3.3440124222542424,-9.642486703875472,1490,-0.005295862760857194,-0.005516492741874995,132762.24983642643,185.6814683026943,7,-140653.08535010347,-181.48785206464964,9,17229.57401154758,16.166308648533843,7298,0.9438985963654069,-1,-1,-1
