symbol,capital.net_profit_percent,exposure.percent,exposure.net_risk_adjusted_return,returns.cagr,returns.sharpe_ratio,trades.total,trades.avg_profit_loss,trades.avg_profit_loss_percent,trades.winners.total_profit,trades.winners.avg_profit,trades.winners.max_consecutive,trades.losers.total_loss,trades.losers.avg_loss,trades.losers.max_consecutive,drawdown.max_money,drawdown.max_percent,drawdown.max_drawdown_duration,profit_factor,wait_days
usdjpy,0.8698762600948169,71.69180531799098,0.5029827179448088,0.360597390932132,-8.468538148972534,2293,0.0003239444121523114,0.0003793616485367714,182794.2639802759,116.57797447721677,17,-182051.4594432105,-251.10546130098,6,19628.99960030055,18.650065245022297,12614,1.0040801899602299,9
usdjpy,3.1397058327484566,71.51298398382832,1.8285696808081568,1.307664742969478,-8.24051234340487,2296,0.0013308553849825145,0.0013674676971900943,185497.33047643994,119.2142226712339,15,-182441.68651251952,-246.54281961151287,7,18019.37644175622,17.468200001596056,9310,1.0167486062112825,9
usdjpy,0.49493101619310653,71.8317524490748,0.285401498177201,0.20500889765659772,-8.198194350455687,2322,0.00023437772240062724,0.00021314858578514492,180791.7738588759,113.84872409249112,15,-180247.54878746215,-245.56886755785033,7,19333.37319072659,18.779276440445557,12633,1.0030193202352808,9
usdjpy,-2.3111933543698293,71.63738143368062,-1.328632220349383,-0.9517973315424674,-8.169103769581579,2285,-0.001008269866364334,-0.0010114631747789188,177012.15514122922,114.05422367347244,16,-179316.05178587133,-244.63308565603182,6,18880.105727836184,18.53394729374357,12631,0.9871517545601924,9
usdjpy,-7.441844021647127,72.00279894262167,-4.211577479393594,-3.032453664800503,-8.123944260804157,2296,-0.0030915002064008843,-0.003241221263783592,175190.41602267837,113.24525922603644,14,-182288.5004965749,-243.37583510891176,8,20853.25192528979,20.159073586534753,12633,0.9610612602848752,9
usdjpy,-1.7745640270470031,71.4507852589022,-1.023939681630941,-0.7316129431028104,-8.21692596860585,2275,-0.0007389110196595337,-0.0007800281437569244,178635.05941246424,115.32282725142946,15,-180316.08198218985,-248.36925892863616,7,16551.685027134285,16.132321727915915,9046,0.9906773563885908,9
usdjpy,-2.4139990998658147,72.13497123308971,-1.3778667468997368,-0.9939237815064342,-8.427993795025099,2289,-0.0010973060919689066,-0.0010546086063197093,181511.60598779627,117.55933030297686,17,-184023.33963231283,-247.01119413733264,8,16417.30541506347,15.682778449639269,12614,0.9863510049891763,9
usdjpy,2.374760091057461,71.5207588244441,1.3807226247814706,0.9875032985044897,-8.304989138861702,2291,0.001084404495133516,0.0010365604936959673,182393.34284123892,116.69439721128529,21,-179908.97214288768,-247.1277089874831,9,18014.161280735076,17.55196199463369,9222,1.0138090428107058,9
usdjpy,7.605455902592281,71.4507852589022,4.474589768770847,3.1971295269012665,-8.369147498989747,2297,0.0034309687382891086,0.0033110387037841886,197900.05915259419,126.77774449237296,20,-190019.123960744,-258.1781575553587,7,15404.443596395315,14.627048742391557,5424,1.0414744317707638,9
usdjpy,-6.420853979644462,71.80065308661172,-3.651665806444593,-2.6219198975677047,-8.236781157310103,2282,-0.0027785818121079443,-0.0028136958718862673,171250.4096646366,111.70933441920195,19,-177591.13335986712,-237.1043169023593,7,18237.800070374273,17.83003286888391,12633,0.9642959444243097,9
usdjpy,-5.551814443788205,71.99502410200591,-3.1545450226761806,-2.2711154493843444,-8.16553695269231,2299,-0.0023164473645269535,-0.0024148823156973486,173086.02103793263,111.16635904812628,20,-178411.53352897984,-240.44681068595665,8,19534.567140832936,19.048266438805186,12631,0.9701504023551136,9
usdjpy,-2.3291086047015255,71.92505053646401,-1.3335266371862333,-0.9591397077134073,-8.13217768883137,2295,-0.0009827736085565692,-0.0010148621371248478,177267.07457110746,114.5136140640229,19,-179522.54000274514,-240.32468541197474,6,18540.326185924074,18.211275238739614,9324,0.9874363106069957,9
usdjpy,5.10468208596709,71.69180531799098,2.97767481435739,2.1347488309119496,-8.544491425920622,2317,0.002296353935161538,0.002203142894245615,190853.1260162936,120.26031885084663,16,-185532.47394852448,-254.15407390208833,6,16474.484444199814,16.132809694458093,5439,1.0286777400987244,9
usdjpy,-1.1193632866882952,71.58295754937024,-0.6455639408482046,-0.4621137617314119,-8.238828718862042,2289,-0.0004656287439803702,-0.0004890184738699411,178625.75392375584,115.09391361066741,18,-179691.5781187267,-243.81489568348263,5,18961.51671435006,18.537361082341242,9090,0.9940685912710575,9
usdjpy,0.9086040111819819,70.99984450318769,0.5305388277320912,0.3766817427188195,-8.264345570686816,2275,0.00042242235134319547,0.0003993863785415305,182801.8307585809,116.80628163487599,20,-181840.8199092749,-256.11383085813367,7,16518.206598303295,16.04579216275223,9079,1.0052849016507157,9
usdjpy,-4.131702101344297,72.01057378323745,-2.354012508258583,-1.6951379141261855,-8.22197569798588,2306,-0.0017353064909310415,-0.0017917181705742833,180412.87478290693,114.83951291082555,17,-184414.4915509939,-250.90407013740668,6,16036.201048721108,15.717847365594452,9322,0.9783009635824609,9
usdjpy,3.906635555217893,71.81620276784327,2.2692309923868583,1.629675530763288,-8.204773409255585,2298,0.0017553017862461174,0.001700015472244514,194300.14792307495,123.75805600195856,14,-190266.4644182816,-261.3550335415956,8,15569.587678109281,13.854463357452884,5431,1.0212001811098235,9
usdjpy,-6.24583137781609,71.50520914321257,-3.5680898151419504,-2.5513700847349186,-8.246608267019608,2287,-0.002627828438386431,-0.00273101503183913,170048.45542796433,109.56730375513166,16,-176058.29906655385,-239.53510077082157,8,18613.467464161193,18.088819067628336,12633,0.9658644683581904,9
