symbol,capital.net_profit_percent,exposure.percent,exposure.net_risk_adjusted_return,returns.cagr,returns.sharpe_ratio,trades.total,trades.avg_profit_loss,trades.avg_profit_loss_percent,trades.winners.total_profit,trades.winners.avg_profit,trades.winners.max_consecutive,trades.losers.total_loss,trades.losers.avg_loss,trades.losers.max_consecutive,drawdown.max_money,drawdown.max_percent,drawdown.max_drawdown_duration,profit_factor,period,period_dfast,lowerband
usdjpy,0.40476902930413433,74.00870782148966,0.22650169372447015,0.1676309767192685,-8.127452105013552,2112,0.00018269589916702748,0.00019165200251142724,163846.9848421596,113.3889168457852,18,-163461.1311031188,-245.06916207364137,6,19853.176162627133,19.41632591539638,12634,1.0023605228743793,19,14,20
usdjpy,2.0628387776938086,73.64329031254859,1.164046188248309,0.8572419137838582,-8.123959417410319,2106,0.0010128628644133176,0.0009795055924472025,170521.5320113966,117.03605491516582,22,-168388.44281894233,-259.45830942826245,6,18576.18731795215,18.032696895706746,9119,1.0126676698040842,19,14,20
usdjpy,-3.5314326942718384,72.9746540195926,-1.9878923680279936,-1.4506575778503148,-8.112217234086206,2082,-0.0016559393928204868,-0.0016961732441267234,160915.32411034437,111.74675285440581,19,-164362.98992619643,-256.0171182651035,7,19283.42879882593,18.876012091933163,12633,0.979024074596111,19,14,20
usdjpy,-1.4605923188938341,73.93095941533198,-0.8150310951821942,-0.6025603082014838,-8.096555497161576,2100,-0.0006680195233289517,-0.0006955201518542068,166460.72852169265,116.08140064274244,21,-167863.56952068344,-252.04740168270786,9,21069.47681892074,20.47674097530982,12634,0.991642969329221,19,14,20
usdjpy,-3.6847436489862475,73.21567407868139,-2.06671112887288,-1.5131564842634049,-8.184541457077486,2083,-0.001745860748753702,-0.0017689599851110165,158837.12534067125,111.54292509878599,21,-162473.7532803252,-246.54590786088804,6,22008.9836570161,21.484237484237866,12633,0.9776171358989936,19,14,20
usdjpy,2.868204285570783,73.72881355932203,1.6193317432930454,1.193914081919449,-8.1474066636946,2090,0.0013283376938228147,0.0013723465481199919,169190.87784813042,118.06760491844412,17,-166414.6520680405,-253.29475200614993,6,17715.753985808158,17.289442589138492,9088,1.016682580203063,19,14,20
usdjpy,-2.6341585184743597,73.55776706577515,-1.4737773225839275,-1.084077690014503,-8.006987187533879,2104,-0.0012134889396671793,-0.0012519764821646196,161763.7935998643,112.18016199713196,17,-164316.97432892412,-248.21295215849565,6,21654.48658861009,21.000399932560242,12633,0.9844618564850826,19,14,20
usdjpy,-3.145041749723205,73.89208521225315,-1.7498017989422434,-1.292965036319941,-8.131568425157502,2089,-0.0015422765850466437,-0.0015055250118349473,163370.0262292043,114.88750086441934,15,-166591.84201536683,-249.7628815822591,6,17799.27897420246,17.306293930557853,12632,0.9806604228203123,19,14,20
usdjpy,-9.8843806716483,73.7132638780905,-5.4367057271853545,-4.007573238955399,-8.084841945460228,2096,-0.004455992125460808,-0.004715830473114647,149652.22874348462,104.72514257766593,18,-158991.98823845058,-238.36879795869652,6,22814.463796646436,22.23248652712481,12632,0.9412564142480028,19,14,20
usdjpy,-2.3950033581478554,73.59664126885399,-1.3399270363253106,-0.9861412941887258,-8.016375650191689,2101,-0.0011866793271056724,-0.001139934963421159,164706.1852482193,113.20012731836377,14,-167199.39851446834,-258.82259831961045,6,16831.20299909264,16.435617485527583,12634,0.985088383759746,19,14,20
usdjpy,7.079820314068311,73.57331674700669,4.040751873775949,2.972915175053787,-8.105163673931827,2100,0.003427242737210044,0.0033713430066991956,178023.4682243173,122.94438413281581,21,-170826.2584761763,-262.0034639205158,7,15056.765809636534,14.66395864481146,6244,1.0421317531177137,19,14,20
usdjpy,-5.444890512130468,73.26232312237599,-3.04094416208729,-2.2278663379994197,-8.201599406621655,2080,-0.0025271614778883534,-0.002617735823139648,161105.29350379083,113.93585113422266,19,-166361.78937779894,-249.79247654324166,6,17212.021409179244,16.71709417647343,12632,0.9684032259230461,19,14,20
usdjpy,-7.590625991720139,73.91540973410045,-4.183340561352917,-3.0921333164968265,-8.171086628316377,2090,-0.0034622980865266152,-0.0036318784649378654,150925.9601207434,105.98733154546588,19,-158162.16312158364,-237.48072540778324,6,22675.60784411033,22.190651788275304,12632,0.9542482041341482,19,14,20
usdjpy,-2.5903714096043466,73.26232312237599,-1.455255087547399,-1.0661536844937913,-8.177608118731772,2089,-0.0012845976119712672,-0.0012400054617541152,157788.33395347558,109.12056290005226,21,-160471.85836488332,-249.56743136062724,8,21229.550812417932,20.75495895346012,12632,0.9832772896210505,19,14,20
usdjpy,1.0298099633086537,73.6899393562432,0.5795058075791859,0.42703747817100945,-8.241108968541486,2105,0.000514705840414507,0.0004892208851822583,168894.04805142907,117.0436923433327,19,-167810.5922573566,-253.49032063044802,7,16454.46955159727,15.96759854847304,9324,1.006456420774744,19,14,20
usdjpy,-1.172864674455107,74.23417819934691,-0.6521895097590739,-0.4841475228719979,-8.09072424008282,2078,-0.0005234141306677935,-0.000564419958833064,165442.00241116577,116.75511814478882,17,-166529.6569746936,-251.9359409602021,6,17445.396299008906,16.992052975369088,9119,0.9934687035133142,19,14,20
usdjpy,4.11266942614,73.93873425594776,2.321323558459436,1.7163572571100325,-8.075974984438663,2113,0.002026040235427434,0.0019463650857264553,175542.8538084235,120.89728223720627,27,-171261.83079096518,-259.0950541466947,9,15034.389165697023,14.655921848558595,9310,1.0249969476426044,19,14,20
