Datetime,Open,High,Low,Close,Adj Close,Volume
2022-10-09 23:00:00,1.5752500295639038,1.5752500295639038,1.5715999603271484,1.5715999603271484,1.5715999603271484,0
2022-10-10 00:00:00,1.571769952774048,1.5740699768066406,1.5703999996185305,1.5706000328063965,1.5706000328063965,0
2022-10-10 01:00:00,1.570680022239685,1.5708199739456177,1.5670900344848633,1.5681999921798706,1.5681999921798706,0
2022-10-10 02:00:00,1.568410038948059,1.572460055351257,1.5680999755859375,1.5714000463485718,1.5714000463485718,0
2022-10-10 03:00:00,1.572059988975525,1.576050043106079,1.571300029754639,1.5748000144958496,1.5748000144958496,0
2022-10-10 04:00:00,1.57492995262146,1.5813100337982178,1.573269963264465,1.5784000158309937,1.5784000158309937,0
2022-10-10 05:00:00,1.578660011291504,1.581130027770996,1.5769399404525757,1.580600023269653,1.580600023269653,0
2022-10-10 06:00:00,1.5802299976348877,1.583539962768555,1.579200029373169,1.582200050354004,1.582200050354004,0
2022-10-10 07:00:00,1.5818599462509155,1.5859999656677246,1.579390048980713,1.5846999883651731,1.5846999883651731,0
2022-10-10 08:00:00,1.5846199989318848,1.5899800062179563,1.584570050239563,1.5866299867630005,1.5866299867630005,0
2022-10-10 09:00:00,1.5865999460220337,1.5865999460220337,1.5819799900054932,1.5822800397872925,1.5822800397872925,0
2022-10-10 10:00:00,1.582129955291748,1.585819959640503,1.58092999458313,1.5854699611663818,1.5854699611663818,0
2022-10-10 11:00:00,1.5846699476242063,1.5866299867630005,1.5823999643325806,1.5833100080490112,1.5833100080490112,0
2022-10-10 12:00:00,1.583340048789978,1.584939956665039,1.5799000263214111,1.5802099704742432,1.5802099704742432,0
2022-10-10 13:00:00,1.580180048942566,1.5863499641418457,1.5797300338745115,1.5844000577926636,1.5844000577926636,0
2022-10-10 14:00:00,1.5845600366592407,1.5909700393676758,1.5821800231933594,1.5908000469207764,1.5908000469207764,0
2022-10-10 15:00:00,1.5908900499343872,1.593019962310791,1.5881400108337402,1.5886000394821167,1.5886000394821167,0
2022-10-10 16:00:00,1.5888999700546265,1.5913200378417969,1.5872000455856323,1.591099977493286,1.591099977493286,0
2022-10-10 17:00:00,1.5915499925613403,1.592519998550415,1.585800051689148,1.58650004863739,1.58650004863739,0
2022-10-10 18:00:00,1.5863800048828125,1.5881099700927734,1.5844999551773071,1.5879000425338743,1.5879000425338743,0
2022-10-10 19:00:00,1.587730050086975,1.5880099534988403,1.5852999687194824,1.5872000455856323,1.5872000455856323,0
2022-10-10 20:00:00,1.5871800184249878,1.5882899761199951,1.5867999792099,1.587000012397766,1.587000012397766,0
2022-10-10 21:00:00,1.586899995803833,1.5877000093460083,1.5857199430465698,1.5877000093460083,1.5877000093460083,0
2022-10-10 22:00:00,1.5871800184249878,1.588189959526062,1.5864499807357788,1.588189959526062,1.588189959526062,0
2022-10-10 23:00:00,1.588539958000183,1.5889999866485596,1.5867999792099,1.5878000259399414,1.5878000259399414,0
2022-10-11 00:00:00,1.5882099866867063,1.5916999578475952,1.585669994354248,1.5865999460220337,1.5865999460220337,0
2022-10-11 01:00:00,1.5868300199508667,1.5941400527954102,1.586300015449524,1.5936000347137451,1.5936000347137451,0
2022-10-11 02:00:00,1.5931299924850464,1.5964800119400024,1.5921000242233276,1.5959700345993042,1.5959700345993042,0
2022-10-11 03:00:00,1.595639944076538,1.596989989280701,1.5939899682998655,1.596400022506714,1.596400022506714,0
2022-10-11 04:00:00,1.596459984779358,1.6003899574279783,1.5953999757766724,1.5996700525283811,1.5996700525283811,0
2022-10-11 05:00:00,1.5992599725723269,1.5996700525283811,1.5953999757766724,1.596019983291626,1.596019983291626,0
2022-10-11 06:00:00,1.5953099727630615,1.598729968070984,1.5938999652862549,1.5976500511169434,1.5976500511169434,0
2022-10-11 07:00:00,1.5973000526428225,1.5979599952697754,1.5917999744415283,1.5962300300598145,1.5962300300598145,0
2022-10-11 08:00:00,1.5960999727249146,1.5960999727249146,1.5906000137329102,1.5949000120162964,1.5949000120162964,0
2022-10-11 09:00:00,1.5947200059890747,1.5966099500656128,1.5921299457550049,1.5951999425888062,1.5951999425888062,0
2022-10-11 10:00:00,1.595460057258606,1.599769949913025,1.594599962234497,1.594599962234497,1.594599962234497,0
2022-10-11 11:00:00,1.5943399667739868,1.5943399667739868,1.5879000425338743,1.5879000425338743,1.5879000425338743,0
2022-10-11 12:00:00,1.58843994140625,1.5894500017166138,1.5836900472640991,1.587000012397766,1.587000012397766,0
2022-10-11 13:00:00,1.5874799489974976,1.593940019607544,1.58650004863739,1.5937999486923218,1.5937999486923218,0
2022-10-11 14:00:00,1.594290018081665,1.596400022506714,1.589400053024292,1.590499997138977,1.590499997138977,0
