Datetime,Open,High,Low,Close,Adj Close,Volume
2022-10-09 23:00:00,0.9036499857902528,0.9038299918174744,0.9028599858283995,0.9030699729919434,0.9030699729919434,0
2022-10-10 00:00:00,0.9027900099754332,0.904039978981018,0.901199996471405,0.9017900228500366,0.9017900228500366,0
2022-10-10 01:00:00,0.9017599821090698,0.9018700122833252,0.9001399874687195,0.9002900123596191,0.9002900123596191,0
2022-10-10 02:00:00,0.900600016117096,0.9017900228500366,0.9002799987792969,0.901419997215271,0.901419997215271,0
2022-10-10 03:00:00,0.901449978351593,0.902970016002655,0.9013299942016602,0.9025300145149232,0.9025300145149232,0
2022-10-10 04:00:00,0.9028300046920776,0.903320014476776,0.9021599888801576,0.902459979057312,0.902459979057312,0
2022-10-10 05:00:00,0.9024999737739564,0.9043400287628174,0.9021599888801576,0.9043099880218506,0.9043099880218506,0
2022-10-10 06:00:00,0.9038500189781188,0.9041500091552734,0.9015899896621704,0.9037200212478638,0.9037200212478638,0
2022-10-10 07:00:00,0.90311998128891,0.9033799767494202,0.9000700116157532,0.9031999707221984,0.9031999707221984,0
2022-10-10 08:00:00,0.902999997138977,0.906719982624054,0.902999997138977,0.904640018939972,0.904640018939972,0
2022-10-10 09:00:00,0.904229998588562,0.904229998588562,0.9011499881744384,0.9030200242996216,0.9030200242996216,0
2022-10-10 10:00:00,0.9029200077056884,0.9051300287246704,0.9023799896240234,0.9050599932670592,0.9050599932670592,0
2022-10-10 11:00:00,0.9048699736595154,0.9055100083351136,0.903219997882843,0.903659999370575,0.903659999370575,0
2022-10-10 12:00:00,0.9037700295448304,0.9053099751472472,0.9030699729919434,0.9030699729919434,0.9030699729919434,0
2022-10-10 13:00:00,0.9025400280952454,0.9056699872016908,0.9025400280952454,0.904990017414093,0.904990017414093,0
2022-10-10 14:00:00,0.9052600264549256,0.9067800045013428,0.9036700129508972,0.9051700234413148,0.9051700234413148,0
2022-10-10 15:00:00,0.9048299789428712,0.9065300226211548,0.9048200249671936,0.9061499834060668,0.9061499834060668,0
2022-10-10 16:00:00,0.9057199954986572,0.90693998336792,0.9051700234413148,0.9068999886512756,0.9068999886512756,0
2022-10-10 17:00:00,0.906790018081665,0.9071900248527528,0.9025200009346008,0.9031999707221984,0.9031999707221984,0
2022-10-10 18:00:00,0.9030799865722656,0.9043400287628174,0.9025400280952454,0.9043400287628174,0.9043400287628174,0
2022-10-10 19:00:00,0.9039400219917296,0.9047999978065492,0.9036700129508972,0.9043999910354614,0.9043999910354614,0
2022-10-10 20:00:00,0.9042900204658508,0.9047300219535828,0.904009997844696,0.9043700098991394,0.9043700098991394,0
2022-10-10 21:00:00,0.904009997844696,0.9046000242233276,0.904009997844696,0.904229998588562,0.904229998588562,0
2022-10-10 22:00:00,0.9042199850082396,0.9046300053596495,0.9035199880599976,0.9036399722099304,0.9036399722099304,0
2022-10-10 23:00:00,0.9036099910736084,0.9036999940872192,0.9026299715042114,0.9026299715042114,0.9026299715042114,0
