symbol,capital.net_profit_percent,exposure.percent,exposure.net_risk_adjusted_return,returns.cagr,returns.sharpe_ratio,trades.total,trades.avg_profit_loss,trades.avg_profit_loss_percent,trades.winners.total_profit,trades.winners.avg_profit,trades.winners.max_consecutive,trades.losers.total_loss,trades.losers.avg_loss,trades.losers.max_consecutive,drawdown.max_money,drawdown.max_percent,drawdown.max_drawdown_duration,profit_factor,period,period_dfast,lowerband
usdgbp,-11.075095035935636,75.21836592718559,-5.95515952666539,-4.479373684314826,-10.349615873882808,2106,-0.004901733899440779,-0.005258829551726323,131051.4107602432,96.85987491518345,14,-141374.4623524657,-187.74828997671406,6,13826.542418365047,13.808711180335939,12907,0.9269807897377836,11,12,20
usdgbp,-4.8106144497092735,75.30339336785963,-2.617302330348926,-1.9709174694488087,-10.424047628337364,2128,-0.002155029792659037,-0.002260627091028794,141244.10933600226,102.05499229479932,14,-145830.01273478055,-196.00808163276957,9,9505.038983677077,9.429959238325395,12885,0.9685530892250649,11,12,20
usdgbp,-6.676098825360594,75.11787895184355,-3.627252211602706,-2.7247149255897885,-10.435507571027385,2125,-0.002960052672140591,-0.0031416935648755735,138204.97690227267,99.57130900740106,16,-144495.08883057148,-196.0584651703819,8,9318.442176481607,9.272553202163087,12880,0.9564683341198239,11,12,20
usdgbp,-6.217790244839296,75.33431243719563,-3.371720216684701,-2.5400622425453423,-10.705996265472447,2117,-0.002767900704928716,-0.002937076166669483,138272.74209755234,100.7084793135851,19,-144132.38788988642,-193.72632780898712,8,10516.597854363601,10.434018946136716,10388,0.9593453915659075,11,12,20
usdgbp,-10.04579354846609,75.0173919765015,-5.427630233939945,-4.071666647629834,-10.509384826766983,2122,-0.004427539407871636,-0.004734115715582512,134149.31227499514,97.28013943074339,13,-143544.5508984986,-193.19589622947322,6,13195.37219090735,13.038898674809495,12487,0.9345482739351988,11,12,20
usdgbp,-9.269919798915726,75.27247429852362,-4.999427341973038,-3.763192661060018,-10.317516760464834,2113,-0.004162019415922201,-0.004387089351119605,136934.01952753103,99.22755038226886,16,-145728.36655337442,-198.81086842206605,9,13702.99363781503,13.48952144499797,12884,0.9396524696334781,11,12,20
usdgbp,-11.492106046627134,75.36523150653164,-6.1620700996836515,-4.644058396221349,-10.412662887219334,2122,-0.005040638874148963,-0.005415695592189978,137017.85567970082,99.00134080903238,16,-147714.09137064475,-200.15459535317717,7,14359.785114454135,14.11612638007289,12489,0.9275882511161044,11,12,20
usdgbp,-11.690388232353735,75.02512174383551,-6.2942433845902475,-4.722263762142146,-10.459897574296784,2119,-0.005206668139000066,-0.0055169364003557035,132113.6104964355,95.45781105233777,16,-143146.54028297655,-194.75719766391367,8,14575.491668933988,14.329016085117377,12487,0.9229256273694717,11,12,20
usdgbp,-12.573588231137892,75.21063615985159,-6.7408447851321,-5.069832245446033,-10.415976542958163,2123,-0.005490737761342477,-0.005922556868176115,132605.98329185974,96.51090487034915,18,-144262.8195591899,-192.60723572655527,9,13745.776299479781,13.711677859191854,12487,0.9191972241846593,11,12,20
usdgbp,-8.122996621166315,74.9942026744995,-4.407511283704051,-3.30537794500245,-10.464037085706607,2128,-0.003588456873837644,-0.0038171976603225168,135782.7732890639,97.47507055927056,15,-143419.0095165904,-195.12790410420462,7,11291.68236619758,11.272634220400167,12907,0.9467557595519221,11,12,20
