symbol,capital.net_profit_percent,exposure.percent,exposure.net_risk_adjusted_return,returns.cagr,returns.sharpe_ratio,trades.total,trades.avg_profit_loss,trades.avg_profit_loss_percent,trades.winners.total_profit,trades.winners.avg_profit,trades.winners.max_consecutive,trades.losers.total_loss,trades.losers.avg_loss,trades.losers.max_consecutive,drawdown.max_money,drawdown.max_percent,drawdown.max_drawdown_duration,profit_factor,period,lowerband
usdeur,-0.49596554088239864,40.411223622168976,-9.486714724814457e-05,-3.833697501842002e-05,-16.457580215528917,1308,-0.0003782398031979969,-0.0003791785480752283,69500.82045704073,101.16567752116553,11,-69995.55811962373,-112.71426428280795,7,8589.217247858818,8.489621767305213,12851,0.9929318705947384,-1,-1
usdeur,-3.0303191165378265,41.006415706887225,-0.000571218768611141,-0.00023423634285244668,-16.54328950021303,1306,-0.0022855017124201074,-0.002320305602249484,70426.35582857936,103.56817033614611,9,-73411.2210650001,-117.27032119009601,8,7899.029067762691,7.8661010829756615,12857,0.9593404769309329,-1,-1
usdeur,-2.229871076244547,40.813171523537136,-0.0004223237035037645,-0.00017236369749554583,-16.591592507134145,1328,-0.001660537062976896,-0.001679119786328725,76415.31219652043,114.910243904542,10,-78620.50541615371,-118.5829644285878,9,8443.96653803726,8.275515500242118,10256,0.9719514240214971,-1,-1
usdeur,-5.362932900930486,40.51171059751101,-0.0010232630767286544,-0.00041454137629549947,-16.54193901886033,1307,-0.003901832790702863,-0.00410323863881445,69605.00930117651,104.82682123671161,8,-74704.70475862511,-116.18150040221636,9,8124.179602597869,8.095868513267947,12907,0.9317352839566666,-1,-1
usdeur,3.622908632728882,40.875009662209166,0.0006851198384216916,0.0002800428001525783,-16.310960475442595,1282,0.0028777969871818074,0.00282598177279944,79252.3515175957,121.55268637668053,9,-75563.01578002876,-119.94129488893454,7,5073.030197587272,5.062182978347912,4984,1.0488246227269034,-1,-1
usdeur,-0.7727049382414009,40.720414315529105,-0.00014667894978734027,-5.972827606707185e-05,-16.497034977499247,1309,-0.0005880269275440996,-0.0005903017098864789,72592.11284068848,106.59634778368353,15,-73361.84008884378,-116.81821670198053,11,5273.767644181018,5.1353316031145235,10468,0.9895077979611318,-1,-1
usdeur,0.5156139982655158,39.0585143387184,0.00010204118365653564,3.985577034988595e-05,-18.132439638097846,1283,0.00040291938804086453,0.00040188152631762727,67479.90409339419,103.02275434105982,11,-66962.95851853772,-106.62891483843586,8,5570.302741566964,5.4909599599596435,12089,1.007719873588222,-1,-1
usdeur,0.5709084181884637,40.936847800881196,0.00010779995169167629,4.4129902153444976e-05,-16.942548041668584,1312,0.0004363881143755129,0.00043514361142413396,75374.43847759845,108.76542348859806,11,-74801.89727153769,-120.84312967938237,8,5805.5413389251335,5.586986516285546,8955,1.0076541000555426,-1,-1
usdeur,5.377607075378548,40.80544175620314,0.0010186812373780784,0.00041567737899968123,-16.838339433960154,1310,0.0037769593974968227,0.004105043568991258,78250.19908091989,112.75244824340042,11,-73302.38227019887,-118.9973738152579,9,6017.770097522691,5.977592472946427,9334,1.0674987177426642,-1,-1
usdeur,-6.869426491243214,39.96289711679679,-0.0013287056582723608,-0.000530989275200441,-16.596516032581487,1298,-0.00511463217120362,-0.005292316249031752,63432.84980592274,95.10172384696064,8,-70071.64236414504,-111.04856159135505,10,12355.208072650828,12.328790005836305,12930,0.9052570721302331,-1,-1
usdeur,1.0764277652283145,40.55035943418103,0.000205190280795129,8.320539638643015e-05,-16.48657086646924,1309,0.0008267701241510469,0.0008223283156824405,72645.19618098912,106.98850689394568,9,-71562.95408847547,-113.59199061662773,9,6245.323245548789,6.1807761799488175,9355,1.0151229376469793,-1,-1
usdeur,-2.812876829598323,40.349385483496945,-0.0005388647072026605,-0.00021742859794371866,-16.3535228513573,1325,-0.0020933462588985105,-0.00212292590913081,71639.042826061,108.05285494126849,7,-74412.72661910151,-112.40593144879382,8,7392.035432531047,7.1789925738302385,12429,0.9627256798794884,-1,-1
usdeur,-5.119238036349467,39.63824688876865,-0.0009982893735993644,-0.0003957044065716581,-16.767734148630687,1292,-0.0038625485170086984,-0.00396225854206615,69432.32384491264,104.5667527784829,14,-74422.7365288878,-118.50754224345192,12,8988.354138056078,8.846451541284912,12607,0.9329450525910439,-1,-1
usdeur,-1.6679210068617323,41.64025662827549,-0.0003096194415568647,-0.00012892633003531192,-16.748530967767437,1290,-0.0012822389285866798,-0.0012929620208230483,77058.86819713177,118.73477380143571,8,-78712.95641500852,-122.79712389236899,12,10921.459492572307,10.169619655941563,6962,0.9789858202103897,-1,-1
usdeur,-3.8912018782058753,40.303006879492926,-0.0007462976651738909,-0.00030078039933652837,-17.256646026469745,1261,-0.002928382206918976,-0.0030858064061902264,67383.82597691046,102.87607019375643,10,-71076.51593983534,-117.28798009873819,9,6701.022704730305,6.551952845260342,6424,0.9480462721885431,-1,-1
usdeur,-2.006436950855788,40.589008270851046,-0.00038210538848521913,-0.00015509278773563308,-15.713930413462725,1321,-0.0015037410726333434,-0.001518877328429817,72793.60215653932,108.16285610184148,8,-74780.04411348805,-115.40130264427168,7,5872.8985908085015,5.838243776235705,10256,0.9734362023919902,-1,-1
usdeur,-3.9061948459374274,41.30014686557934,-0.0007310853357225216,-0.0003019393173661153,-16.549389429109954,1289,-0.00297198355182247,-0.003030407172953784,68105.9968709822,104.778456724588,12,-71936.88366928138,-112.57728273752954,6,9979.675499260557,9.780266137728663,12496,0.9467465561072803,-1,-1
