symbol,capital.net_profit_percent,exposure.percent,exposure.net_risk_adjusted_return,returns.cagr,returns.sharpe_ratio,trades.total,trades.avg_profit_loss,trades.avg_profit_loss_percent,trades.winners.total_profit,trades.winners.avg_profit,trades.winners.max_consecutive,trades.losers.total_loss,trades.losers.avg_loss,trades.losers.max_consecutive,drawdown.max_money,drawdown.max_percent,drawdown.max_drawdown_duration,profit_factor,wait_days
usdcad,0.6971267864402194,47.023488640739316,0.6143370665824919,0.28888272072026916,-18.024423614085435,1500,0.0004663749144253879,0.00046475119096014625,74165.31673268946,96.44384490596809,8,-73465.75436105135,-100.50034796313454,11,5917.303808592755,5.840085500041573,10460,1.0095222920899998,-1
usdcad,-2.9120414348296304,45.53715825953022,-2.6302735282372507,-1.1977518192119263,-18.96190194975214,1502,-0.0018815253124646982,-0.001938775921990433,71718.58843055827,95.24380933673078,10,-74544.63944988021,-99.52555333762378,12,6787.413941676714,6.600141330842756,12256,0.9620891449716915,-1
usdcad,0.4080240635018498,46.72314208702349,0.3616626510963125,0.1689801543474261,-18.29396695830799,1525,0.0002908296799753033,0.0002675567629520326,75590.93127594977,98.5540173089306,8,-75147.4160139874,-99.13907125855857,10,7074.052295398098,6.798988739366278,10242,1.005901936293855,-1
usdcad,-1.512121336965398,46.2918752406623,-1.3474328224487706,-0.6237519211197197,-18.151101175944294,1529,-0.00098152137985259,-0.000988960979048658,72659.36251869958,92.0904467917612,11,-74160.10870849418,-100.21636311958673,7,5960.655145085024,5.928716305286752,12955,0.9797634305568014,-1
usdcad,0.33617449881308525,46.85406237966885,0.29710014527653694,0.1392034873979554,-17.780094500261978,1515,0.00022227075842688913,0.00022189735895253152,76460.13158812925,98.4042877582101,8,-76123.39138911242,-103.14822681451548,9,5777.215049420469,5.626867508670331,9077,1.0044236100477388,-1
usdcad,-0.23628938600661148,45.999229880631496,-0.2124538486900039,-0.0977271342491639,-18.927629020848872,1486,-0.00015882263955901534,-0.0001590103539748395,69824.57429336551,95.91287677660098,9,-70060.5847357502,-92.42821205244091,11,6402.189652968402,6.163856109126262,9471,0.9966313378160507,-1
usdcad,-1.561068066089694,45.53715825953022,-1.413960363223904,-0.6438773683282976,-18.28711165345537,1496,-0.0010353920825756778,-0.0010434946965840201,73730.28256461094,98.17614189695199,10,-75279.22912014436,-101.04594512771055,8,6743.386649006541,6.743386649006541,12978,0.9794239848941423,-1
usdcad,3.9804481023035154,47.208317289179824,3.51785711452565,1.6607211484052549,-18.136613464611962,1504,0.002699953179999672,0.0026465745361060606,79893.56282985146,104.70978090413035,10,-75832.83324713202,-102.33850640638599,13,4135.719513455566,4.0337278657481255,4963,1.0535484355369649,-1
usdcad,1.0173121429504481,45.86830958798614,0.919685116119172,0.42184401629617163,-18.540142979472012,1503,0.0006803089520932792,0.0006768543865272443,73278.91787493185,96.80174091800774,8,-72256.41351993567,-96.85846316345264,12,6725.430751906344,6.622926052216434,10371,1.0141510532447624,-1
usdcad,-3.7784978637987425,45.20600693107431,-3.431749450935041,-1.551356894646799,-18.317337414313194,1539,-0.002409358869675131,-0.0024551643039627956,67514.06323867635,90.0187509849018,8,-71222.06653910641,-90.26877888353157,10,8321.134178262102,8.271081495734528,12899,0.9479374373615783,-1
usdcad,-7.437793727726698,47.26222564497497,-6.412792562259739,-3.03082849091937,-17.802498289260818,1546,-0.004636430756427286,-0.004810992061918951,68181.63644655517,88.3181819255896,10,-75349.55839599183,-97.35085064081632,9,10126.406986674076,10.02753828193925,12533,0.9048710821665817,-1
usdcad,-3.977890840708697,46.907970735464,-3.480327165725862,-1.6325508483970912,-18.13128252964321,1481,-0.002610831225804205,-0.0026859492509849403,68878.0491551623,95.00420573125834,9,-72744.69020057835,-96.2231351859502,8,6244.386912330709,6.233492729354235,12978,0.9468464153912184,-1
usdcad,3.3795647227480394,48.17866769349249,2.9230042320363934,1.4082644956195363,-17.30951348908048,1557,0.0022076562682088363,0.0021705618000950797,82281.27000033141,106.03256443341677,9,-78843.94919073023,-100.95255978326534,8,4552.521728985666,4.366313338986805,10371,1.0435965073399103,-1
usdcad,5.2210277831698555,47.354639969195226,4.611863696233663,2.1839314492214705,-17.99351068971393,1473,0.003638646800443618,0.003544485935621083,80303.21529697867,109.70384603412387,8,-74943.48855992526,-101.13831114699765,13,4834.080528996143,4.60647634076498,6416,1.071516910141803,-1
usdcad,-0.4573482960898417,47.208317289179824,-0.40049851667631625,-0.18906861049101412,-18.36740675510548,1486,-0.0003070686751830249,-0.00030777139709948966,74652.49823519595,100.6098358964905,9,-75108.8022865179,-100.95269124531976,9,5406.5992124904005,5.329661380519708,10369,0.9939247593167405,-1
usdcad,-3.828919498537773,48.17866769349249,-3.2626373350255076,-1.5718951996857589,-18.207108839154063,1490,-0.0024840148107922295,-0.002569744629891123,68372.71170286096,95.89440631537302,8,-72073.89377094156,-92.75919404239583,12,5955.437998670503,5.918395303772733,12812,0.9486473967974681,-1
usdcad,2.5899813555340496,46.91567192914901,2.296631019047761,1.0774798743195193,-18.20211507841616,1508,0.001739928923971432,0.0017174942675955236,77419.56999396876,101.86785525522205,8,-74795.75717661974,-99.9943277762296,9,6643.654699917883,6.23512817890765,10140,1.0350797012610389,-1
usdcad,10.569159066759099,46.569118213323065,9.599687464510055,4.470489803457242,-18.016239734703184,1520,0.007334146916750378,0.006953394122867828,86289.69742896568,109.6438340901724,10,-75141.79411550514,-102.51267955730579,10,3515.7504780302697,3.330859667982021,3953,1.1483582265326857,-1
