symbol,capital.net_profit_percent,exposure.percent,exposure.net_risk_adjusted_return,returns.cagr,returns.sharpe_ratio,trades.total,trades.avg_profit_loss,trades.avg_profit_loss_percent,trades.winners.total_profit,trades.winners.avg_profit,trades.winners.max_consecutive,trades.losers.total_loss,trades.losers.avg_loss,trades.losers.max_consecutive,drawdown.max_money,drawdown.max_percent,drawdown.max_drawdown_duration,profit_factor,period,lowerband
usdeur,-3.7269037321074956,23.305248512019787,-0.0012361188603191105,-0.00028808057230131546,-20.119466250590342,544,-0.006724833570579572,-0.006850925978138779,37954.62100986266,109.0650029019042,11,-41612.93047225792,-212.31086975641796,7,7727.0398664396635,7.598300838104088,10545,0.9120871945119524,10,-80
usdeur,3.2276019058391747,11.084486356960657,0.002250771221793493,0.00024948642900609637,-28.709251245559585,948,0.0034601834546713955,0.0034046433605898468,39489.81879478779,77.88918894435461,9,-36209.56487975925,-82.10785687020238,7,3696.6001602388424,3.6933444486131064,3574,1.0905908128396804,10,-80
usdeur,-4.142981548609773,10.829404034938548,-0.00295715554233839,-0.0003202423216214025,-28.89983897466726,948,-0.004280942070558785,-0.004370233701065162,35691.34047205654,74.04842421588494,7,-39749.67355494624,-85.29972865868292,14,6350.390325233384,6.34418015692031,12804,0.897902731772631,10,-80
usdeur,-3.674529482002045,11.099945891628662,-0.0025588609077831117,-0.00028403217620596343,-28.37839309044834,949,-0.0038017260364259773,-0.0038720015616459905,36576.682336171216,78.32266024876063,8,-40184.52034473952,-83.37037415921061,7,6439.168801460968,6.385472020535073,11303,0.9102182139386765,10,-80
usdeur,-3.256242119572597,11.06902682229265,-0.0022739092329583173,-0.00025169962291074515,-27.23374117692571,937,-0.0034192074067915883,-0.003475178356000637,36895.911098409066,82.17352137730305,8,-40099.7084385728,-82.1715336856,14,5980.635508369582,5.890759430615791,10636,0.9201042235738071,10,-80
usdeur,-5.769637865094473,10.968539846950605,-0.004065979562656909,-0.00044597858849889104,-28.922652038834897,938,-0.005976918634659053,-0.006150999856177476,34725.0851842866,74.19889996642436,9,-40331.43486359672,-85.81156353956749,9,7821.565472974529,7.733486199633889,10545,0.8609930517406307,10,-80
usdeur,-5.504399854009944,11.184973332302697,-0.003804000099544271,-0.0004254763966947948,-30.161121746364035,925,-0.005789891361635323,-0.005950702544875615,34731.52358368674,73.8968586886952,7,-40087.173093199424,-88.10367712791083,10,7710.7524797467195,7.649609984929484,11303,0.8663999205665804,10,-80
usdeur,-4.202024414309389,10.92989101028059,-0.0029717238968091516,-0.00032480618304770353,-29.32504470433407,919,-0.0044776529627944634,-0.004572387828410652,34479.296885026524,74.14902555919683,9,-38594.25995783471,-85.0093831670368,10,8112.6051654598705,7.9723721796875475,11304,0.893378883872786,10,-80
usdeur,-2.745279222574837,10.806214732936539,-0.0019637169597889136,-0.00021220347142188306,-29.14885252594245,941,-0.0028777246667461356,-0.002917406187645948,35545.38451564271,73.8989283069495,8,-38253.3234270508,-83.15939875445825,10,4531.553659586803,4.527562578243775,12853,0.9292103621644239,10,-80
usdeur,-2.9764371886049767,10.813944500270543,-0.0021275437917356943,-0.00023007140485724946,-27.71740688671312,947,-0.0030967027728354044,-0.0031430170946198277,36630.45564630953,78.43780652314675,8,-39563.03317218463,-82.42298577538465,8,5926.964461093521,5.842191662781985,9022,0.9258758166212369,10,-80
